symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,model
0,toyota,gas,std,4,wagon,4wd,front,243.08,431.04,161.54,150.11,1410.67,ohc,4,92,2bbl,3.05,3.03,9.0,62,4800,27,32,8778.0,carina
0,toyota,gas,std,4,sedan,fwd,front,243.08,422.4,163.58,134.62,943.93,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,30,37,6938.0,mark ii
0,toyota,gas,std,4,hatchback,fwd,front,243.08,422.4,163.58,134.11,956.63,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,30,37,7198.0,corolla 1200
0,toyota,diesel,std,4,sedan,fwd,front,243.08,422.4,163.58,134.62,1031.92,ohc,4,110,idi,3.27,3.35,22.5,56,4500,34,36,7898.0,corona
0,toyota,diesel,std,4,hatchback,fwd,front,243.08,422.4,163.58,134.11,1031.92,ohc,4,110,idi,3.27,3.35,22.5,56,4500,38,47,7788.0,corolla
0,toyota,gas,std,4,sedan,fwd,front,243.08,422.4,163.58,134.62,949.82,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,38,47,7738.0,corona
0,toyota,gas,std,4,hatchback,fwd,front,243.08,422.4,163.58,134.11,962.52,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,28,34,8358.0,corolla
0,toyota,gas,std,4,sedan,fwd,front,243.08,422.4,163.58,134.11,970.69,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,28,34,9258.0,mark ii
1,toyota,gas,std,2,sedan,rwd,front,240.03,428.5,162.56,133.6,983.84,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8058.0,corolla liftback
1,toyota,gas,std,2,hatchback,rwd,front,240.03,428.5,162.56,133.6,999.72,ohc,4,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8238.0,corona
1,toyota,gas,std,2,sedan,rwd,front,240.03,428.5,162.56,133.6,1027.39,dohc,4,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298.0,celica gt liftback
1,toyota,gas,std,2,hatchback,rwd,front,240.03,428.5,162.56,133.6,1043.26,dohc,4,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538.0,corolla tercel
2,toyota,gas,std,2,hardtop,rwd,front,249.94,447.55,166.62,132.08,1152.12,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449.0,corona liftback
2,toyota,gas,std,2,hardtop,rwd,front,249.94,447.55,166.62,132.08,1150.31,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639.0,corolla
2,toyota,gas,std,2,hatchback,rwd,front,249.94,447.55,166.62,132.08,1157.11,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989.0,starlet
2,toyota,gas,std,2,hardtop,rwd,front,249.94,447.55,166.62,132.08,1215.17,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199.0,tercel
2,toyota,gas,std,2,hatchback,rwd,front,249.94,447.55,166.62,132.08,1231.05,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549.0,corolla
2,toyota,gas,std,2,convertible,rwd,front,249.94,447.55,166.62,134.62,1349.44,ohc,4,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669.0,cressida
-1,toyota,gas,std,4,sedan,fwd,front,260.1,446.02,168.91,139.45,1055.06,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948.0,corolla
-1,toyota,diesel,turbo,4,sedan,fwd,front,260.1,446.02,168.91,139.45,1124.91,ohc,4,110,idi,3.27,3.35,22.5,73,4500,30,33,10698.0,celica gt
-1,toyota,gas,std,4,hatchback,fwd,front,260.1,446.02,168.91,136.91,1094.97,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988.0,corona
-1,toyota,gas,std,4,sedan,fwd,front,260.1,446.02,168.91,139.45,1094.97,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898.0,corolla
-1,toyota,gas,std,4,hatchback,fwd,front,260.1,446.02,168.91,136.91,1114.93,ohc,4,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248.0,mark ii
3,toyota,gas,std,2,hatchback,rwd,front,261.37,466.09,171.96,132.08,1349.89,dohc,6,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558.0,corolla liftback
3,toyota,gas,std,2,hatchback,rwd,front,261.37,466.09,171.96,132.08,1368.03,dohc,6,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998.0,corona
-1,toyota,gas,std,4,sedan,rwd,front,265.43,477.01,168.91,137.41,1420.2,dohc,6,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690.0,starlet
-1,toyota,gas,std,4,wagon,rwd,front,265.43,477.01,168.91,137.41,1429.27,dohc,6,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750.0,tercel
2,volkswagen,diesel,std,2,sedan,fwd,front,247.14,436.12,166.37,141.48,1025.57,ohc,4,97,idi,3.01,3.4,23.0,52,4800,37,46,7775.0,rabbit
2,volkswagen,gas,std,2,sedan,fwd,front,247.14,436.12,166.37,141.48,1001.99,ohc,4,109,mpfi,3.19,3.4,9.0,85,5250,27,34,7975.0,1131 deluxe sedan
2,volkswagen,diesel,std,4,sedan,fwd,front,247.14,436.12,166.37,141.48,1026.93,ohc,4,97,idi,3.01,3.4,23.0,52,4800,37,46,7995.0,model 111
2,volkswagen,gas,std,4,sedan,fwd,front,247.14,436.12,166.37,141.48,1003.35,ohc,4,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8195.0,type 3
2,volkswagen,gas,std,4,sedan,fwd,front,247.14,436.12,166.37,141.48,1031.92,ohc,4,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8495.0,411 (sw)
2,volkswagen,diesel,turbo,4,sedan,fwd,front,247.14,436.12,166.37,141.48,1051.88,ohc,4,97,idi,3.01,3.4,23.0,68,4500,37,42,9495.0,super beetle
2,volkswagen,gas,std,4,sedan,fwd,front,247.14,436.12,166.37,141.48,1043.26,ohc,4,109,mpfi,3.19,3.4,10.0,100,5500,26,32,9995.0,dasher
3,volkswagen,gas,std,2,convertible,fwd,front,240.03,404.62,163.07,141.22,1022.4,ohc,4,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595.0,dasher
3,volkswagen,gas,std,2,hatchback,fwd,front,240.03,420.88,162.56,130.56,1007.43,ohc,4,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980.0,rabbit
0,volkswagen,gas,std,4,sedan,fwd,front,255.02,457.71,169.93,139.95,1207.01,ohc,5,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295.0,rabbit
0,volkswagen,diesel,turbo,4,sedan,fwd,front,255.02,457.71,169.93,139.95,1169.81,ohc,4,97,idi,3.01,3.4,23.0,68,4500,33,38,13845.0,rabbit custom
0,volkswagen,gas,std,4,wagon,fwd,front,255.02,465.07,169.93,139.95,1162.56,ohc,4,109,mpfi,3.19,3.4,9.0,88,5500,25,31,12290.0,dasher
-2,volvo,gas,std,4,sedan,rwd,front,264.92,479.55,170.69,142.75,1320.86,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940.0,145e (sw)
-1,volvo,gas,std,4,wagon,rwd,front,264.92,479.55,170.69,146.05,1376.2,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415.0,144ea
-2,volvo,gas,std,4,sedan,rwd,front,264.92,479.55,170.69,142.75,1331.29,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985.0,244dl
-1,volvo,gas,std,4,wagon,rwd,front,264.92,479.55,170.69,146.05,1379.83,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515.0,245
-2,volvo,gas,turbo,4,sedan,rwd,front,264.92,479.55,170.69,142.75,1381.19,ohc,4,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420.0,264gl
-1,volvo,gas,turbo,4,wagon,rwd,front,264.92,479.55,170.69,146.05,1431.99,ohc,4,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950.0,diesel
-1,volvo,gas,std,4,sedan,rwd,front,277.11,479.55,175.01,140.97,1339.0,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845.0,145e (sw)
-1,volvo,gas,turbo,4,sedan,rwd,front,277.11,479.55,174.75,140.97,1383.0,ohc,4,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045.0,144ea
-1,volvo,gas,std,4,sedan,rwd,front,277.11,479.55,175.01,140.97,1366.22,ohcv,6,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485.0,244dl
-1,volvo,diesel,turbo,4,sedan,rwd,front,277.11,479.55,175.01,140.97,1459.21,ohc,6,145,idi,3.01,3.4,23.0,106,4800,26,27,22470.0,246
-1,volvo,gas,turbo,4,sedan,rwd,front,277.11,479.55,175.01,140.97,1388.9,ohc,4,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625.0,264gl
